Model,Predictors,ROC_AUC_OvR,F1_Macro,Precision_Macro,Recall_Macro,Accuracy
Baseline Multiclass XGBoost,61,0.7300060369180473,0.483071772337309,0.5204321969027851,0.516234796404019,0.5897435897435898
