Model,ROC_AUC,PR_AUC,F1,Precision,Recall,Specificity,Accuracy,TN,FP,FN,TP
Baseline XGBoost,0.7567330210772834,0.7219697387198795,0.6296296296296297,0.6538461538461539,0.6071428571428571,0.7049180327868853,0.6581196581196581,43,18,22,34
