Model,Features,ROC_AUC,PR_AUC,F1,Precision,Recall,Specificity,Accuracy
S-XGBoost,49,0.7681498829039812,0.7394619671584458,0.6476190476190476,0.6938775510204082,0.6071428571428571,0.7540983606557377,0.6837606837606838
