n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
100,3,0.04133713629478509,1,0.8493145117240506,0.8332908615865308,4.101525122344799,0.004811499595716167,0.012132398817719065
