n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
100,3,0.028219548119725917,1,0.9860005644139314,0.8471697191370011,4.752006520357495,4.9866239503567e-08,0.0014336761634007307
