ROC_AUC_49,ROC_AUC_48,Delta_48_minus_49,Variance_Difference,SE_Difference,Z,P_Value,CI95_Lower_Normal,CI95_Upper_Normal
0.8138173302107728,0.5231264637002342,-0.29069086651053866,0.003414168051110403,0.05843088268296486,-4.974952510777108,6.526363757297453e-07,-0.4052153965691498,-0.17616633645192753
