Bootstrap_Iteration,ROC_AUC_Difference,PR_AUC_Difference,F1_Difference,Precision_Difference,Recall_Difference,Specificity_Difference,Accuracy_Difference
27,-0.025761124121779888,-0.022109932128543397,0.022778595974472293,-0.05375808860129416,0.07142857142857151,-0.06557377049180324,0.0
28,0.0023419203747071515,-0.017177454592168684,0.04149207971384772,-0.04200763775231864,0.0892857142857143,-0.049180327868852514,0.017094017094017033
29,0.04420374707259955,0.03204841073970588,0.05180533751962313,-0.033333333333333326,0.0892857142857143,-0.032786885245901565,0.02564102564102555
30,0.036007025761124134,0.050102474575136835,0.013248542660307394,-0.05889328063241106,0.0714285714285714,-0.08196721311475408,-0.008547008547008517
31,-0.0023419203747072626,0.017862758045786076,0.07619047619047625,0.02847650688182246,0.1071428571428571,0.0,0.05128205128205132
32,0.004683840749414636,0.03916772462099538,0.06978119455943221,0.011655011655011704,0.08928571428571425,-0.016393442622950838,0.03418803418803418
33,0.013173302107728158,0.05866555039270627,0.052631578947368474,-0.007389162561576401,0.1071428571428571,-0.0491803278688524,0.02564102564102566
34,0.0064402810304450275,0.02524751878941689,0.09492316669908585,0.019512195121951237,0.1428571428571429,-0.016393442622950727,0.05982905982905984
35,0.011416861826697988,0.03391659875940345,0.03384697603990383,-0.013649136892814107,0.0714285714285714,-0.032786885245901676,0.017094017094017144
36,0.002049180327868938,0.017349641555115758,0.0024975470520024468,-0.08484848484848484,0.07142857142857151,-0.09836065573770492,-0.017094017094017144
37,-0.0011709601873536313,0.02631066811295324,-0.020621802439984238,-0.12904238618524333,0.0892857142857143,-0.180327868852459,-0.05128205128205132
38,-0.013466042154566704,0.017671326326469616,0.03598467978979247,-0.00883179446005622,0.0714285714285714,-0.032786885245901676,0.017094017094017144
39,0.012295081967213073,0.030325478098069514,0.022219997998198404,-0.029579657498702616,0.0535714285714286,-0.049180327868852514,0.0
40,-0.0005854800936767601,0.031163400570419553,0.0936819172113289,0.05183946488294322,0.125,0.016393442622950838,0.06837606837606836
41,0.002634660421545587,0.045402823066820974,0.06264775413711587,-0.06578947368421051,0.1428571428571428,-0.09836065573770492,0.017094017094017144
42,-0.005854800936768156,0.0019528352205525623,0.07513877874702624,0.02184959349593496,0.1071428571428571,-0.016393442622950838,0.042735042735042805
43,-0.0008782201405154177,0.0030110983726525653,-0.010634648370497435,-0.04370370370370369,0.017857142857142905,-0.0491803278688524,-0.017094017094017144
44,-1.1102230246251565e-16,0.04356419237203779,0.03970961252514649,-0.020502901353965153,0.08928571428571419,-0.049180327868852514,0.017094017094017033
45,0.00936768149882894,0.022512108730294744,0.06683659020107613,0.008207934336525335,0.1071428571428572,-0.032786885245901676,0.03418803418803418
46,-0.018442622950819665,-0.008383613242630483,0.06069737408523457,-0.033333333333333326,0.1071428571428572,-0.049180327868852514,0.02564102564102566
47,0.03307962529274,0.04250106430081568,0.00035650623885918886,-0.06682769726247983,0.05357142857142849,-0.08196721311475408,-0.017094017094017144
48,0.0032201405152225693,0.012150346595215633,0.08404802744425388,0.022790697674418547,0.125,0.0,0.05982905982905984
49,-0.017271662763465923,-0.014958527318567283,0.05177993527508096,-0.050603795284646313,0.1071428571428571,-0.06557377049180324,0.017094017094017033
50,-0.01814988290398123,0.006473766543346637,0.06666666666666665,-0.026675786593707174,0.10714285714285715,-0.0491803278688524,0.02564102564102566
51,0.0064402810304449165,0.026647299674751435,0.02358490566037741,0.007499999999999951,0.0357142857142857,0.0,0.017094017094017033
52,-0.04391100702576112,-0.017199357434980134,0.1269801357807392,-0.05159474671669795,0.1785714285714286,-0.08196721311475408,0.042735042735042694
53,-0.006733021077283241,0.013465354351076098,0.06072874493927127,-0.019230769230769273,0.1071428571428572,-0.0491803278688524,0.02564102564102566
54,0.002634660421545587,0.002999710200720096,0.027722772277227747,-0.08700564971751412,0.125,-0.11475409836065575,0.0
55,0.03454332552693218,0.036095645686045286,0.11758097734506656,0.03054806828391743,0.1785714285714286,-0.016393442622950838,0.07692307692307687
56,-0.024882903981264692,0.010529124974993032,0.020901812052254498,-0.03580379520229138,0.0714285714285714,-0.06557377049180324,0.0
57,0.008489461358313743,0.02205246030632957,0.010973196618096814,-0.0438884331419197,0.0535714285714286,-0.06557377049180335,-0.008547008547008517
58,-0.013173302107728269,0.02109161457027786,-0.05382871352300156,-0.09932523616734135,0.0,-0.1311475409836066,-0.06837606837606836
59,-0.0043911007025762006,0.05428723636240418,0.08417849898580121,-0.0021739130434782483,0.1607142857142857,-0.08196721311475419,0.03418803418803418
60,0.004683840749414414,0.028060451096693972,0.04611528822055133,-0.05546834118262689,0.1071428571428572,-0.06557377049180335,0.017094017094017033
61,-0.007025761124121899,0.004353044644202386,0.06511908350919504,-0.06571277159512456,0.1428571428571429,-0.09836065573770492,0.017094017094017144
62,0.007903981264636983,-0.006829455212014501,0.04638797213054646,-0.011538461538461608,0.08928571428571419,-0.032786885245901565,0.02564102564102566
63,-0.02693208430913341,-0.01484774338491801,0.0558397271952259,-0.04468599033816423,0.1071428571428571,-0.06557377049180324,0.017094017094017033
64,0.007025761124121788,0.02453149811518307,0.0726720647773279,-0.017628205128205177,0.125,-0.032786885245901676,0.042735042735042694
65,0.015807962529274078,0.04175602700086589,0.09522952295229525,0.033333333333333326,0.1428571428571428,-0.016393442622950838,0.05982905982905984
66,-0.005562060889929832,0.01079056278025503,0.010691103474608554,-0.10506566604127576,0.0892857142857143,-0.09836065573770492,-0.008547008547008517
67,0.02751756440281028,0.03938542736878059,0.05302445302445302,0.010760667903525034,0.08928571428571419,-0.016393442622950838,0.03418803418803418
68,-0.026639344262294973,-0.00018901038006002846,0.024643819792067756,-0.04571428571428571,0.0714285714285714,-0.06557377049180324,0.0
69,0.013758782201405029,0.015171917644980937,0.07733224222585933,-0.007675438596491224,0.125,-0.049180327868852514,0.03418803418803418
70,-0.02488290398126447,-0.0005529003127858756,0.05644811115935733,0.022556390977443552,0.0714285714285714,0.0,0.03418803418803418
71,0.012880562060890055,0.03288302681556432,0.017872340425531874,-0.05023923444976075,0.0535714285714286,-0.049180327868852514,0.0
72,0.037763466042154525,0.050238578929178934,0.03572082799047449,0.011489361702127665,0.05357142857142849,0.0,0.02564102564102555
73,0.016686182669789162,0.013039001311958787,0.05718731764248197,-0.0204878048780488,0.1071428571428572,-0.0491803278688524,0.02564102564102566
74,0.0500585480093676,0.045262589183097335,0.07375077937115881,0.031312725812926545,0.1071428571428572,0.0,0.05128205128205132
75,0.007903981264636983,0.03766531052909994,0.043269230769230727,-0.033333333333333326,0.0892857142857143,-0.0491803278688524,0.017094017094017033
76,-0.017857142857143016,0.002592988942441421,0.05586963751247087,0.018457481872115933,0.0714285714285714,0.0,0.03418803418803418
77,-0.022248243559718994,-0.006827009311282328,-0.02481962481962474,-0.08780256288561938,0.017857142857142794,-0.08196721311475408,-0.03418803418803418
78,-0.012587822014051508,0.022653872371778183,0.05228758169934633,-0.06138107416879801,0.10714285714285715,-0.09836065573770492,0.0
79,-0.03132318501170961,-0.007740978986232716,0.0522798742138364,-0.03500000000000003,0.1071428571428571,-0.06557377049180324,0.017094017094017033
80,-0.022248243559718883,0.00022352699294458933,0.0582283314242078,-0.04080675422138835,0.125,-0.06557377049180324,0.02564102564102566
81,0.031615925058548044,0.02868311278995017,0.032362459546925626,-0.03404255319148941,0.07142857142857151,-0.0491803278688524,0.008547008547008628
82,0.017857142857143016,0.04482005210402462,0.02618405852907202,-0.04190476190476189,0.07142857142857151,-0.06557377049180335,0.0
83,0.012002341920374637,0.019611292860944873,0.011145510835913308,-0.0635451505016722,0.0535714285714286,-0.06557377049180324,-0.008547008547008517
84,-0.012295081967213073,0.006460574544116859,-0.005446623093681824,-0.059364548494983294,0.0357142857142857,-0.06557377049180324,-0.017094017094017033
85,-0.00936768149882894,-0.00973251464700342,0.009436435124508535,-0.022333461686561362,0.0357142857142857,-0.032786885245901676,0.0
86,0.0014637002341919558,0.007696645233888688,0.023578363384188616,-0.024822695035461084,0.0535714285714286,-0.032786885245901676,0.008547008547008628
87,-0.024004683840749275,-0.012730841374164359,0.056433904259991174,-0.014857881136950968,0.08928571428571419,-0.032786885245901676,0.02564102564102566
88,-0.007611241217798659,0.03300135580235497,0.06642246642246641,-0.013382402141184357,0.1428571428571428,-0.06557377049180324,0.03418803418803418
89,0.0064402810304450275,0.06088238139592339,0.05152181884855156,0.00042735042735042583,0.0892857142857143,-0.032786885245901676,0.02564102564102566
90,0.009660421545667375,0.02737822833159831,0.08222643896268189,-0.001175088131609825,0.125,-0.032786885245901565,0.042735042735042805
91,0.013466042154566815,0.03727853179318552,0.032780636554221365,-0.024186046511627923,0.07142857142857151,-0.049180327868852514,0.008547008547008628
92,0.0,0.008898121681834237,0.06623931623931623,0.03685897435897434,0.0892857142857143,0.016393442622950838,0.05128205128205121
93,0.0032201405152224583,0.0595293604899102,0.05287114845938379,-0.013198757763975166,0.1071428571428571,-0.06557377049180324,0.017094017094017144
94,0.018442622950819554,0.04042784003220712,0.08552817898612286,0.027815777473780168,0.125,-0.016393442622950838,0.05128205128205132
95,0.029859484777517542,0.04462396711710337,0.03806907378335955,-0.014880952380952328,0.0714285714285714,-0.032786885245901565,0.017094017094017144
96,-0.00936768149882894,-0.007316856325752075,0.025688073394495414,-0.06003430531732412,0.0892857142857143,-0.06557377049180335,0.008547008547008517
97,-0.0008782201405153067,0.022237380478885016,0.11127819548872186,0.026687598116169498,0.1607142857142857,-0.016393442622950727,0.06837606837606847
98,-0.04830210772833732,-0.021578480970634084,0.08801181933305191,-0.018321513002364065,0.1428571428571428,-0.0491803278688524,0.042735042735042694
99,0.05122950819672145,0.06754507363794848,0.16569821930646678,0.07046070460704612,0.2321428571428571,0.0,0.11111111111111116
100,-0.01932084309133486,0.024975963584598637,0.03814616755793232,-0.02657004830917875,0.0892857142857143,-0.0491803278688524,0.017094017094017144
101,0.03805620608899285,0.04479125365568459,0.03921568627450989,0.015166835187057637,0.0535714285714286,0.0,0.02564102564102566
102,-0.02927400468384067,0.013232665687106016,0.004761904761904856,-0.04035250463821893,0.0357142857142857,-0.0491803278688524,-0.008547008547008517
103,0.0017564402810303914,0.005917405196732228,0.04166666666666663,-0.03749999999999998,0.0892857142857143,-0.049180327868852514,0.017094017094017144
104,-0.016393442622950838,0.02418989526309745,0.003673576489110486,-0.05686653771760153,0.05357142857142849,-0.08196721311475408,-0.017094017094017144
105,-0.007611241217798437,0.021771542938075372,0.05494505494505497,-0.07857142857142863,0.125,-0.09836065573770492,0.008547008547008517
106,0.024590163934426257,0.0361573187428591,0.03387729807890927,-0.06494960806271,0.0892857142857143,-0.06557377049180335,0.008547008547008517
107,0.010245901639344135,0.034785568293176805,0.03355957767722473,0.055253623188405765,0.017857142857142905,0.0491803278688524,0.03418803418803418
108,-0.004098360655737654,0.005341400066782742,0.04137931034482767,-0.07878787878787874,0.1428571428571429,-0.13114754098360648,0.0
109,0.004098360655737654,0.012861170448719483,0.03650793650793649,0.015306122448979553,0.05357142857142849,0.0,0.02564102564102566
110,0.01697892271662771,0.051087504630393576,0.06772237196765507,0.023571428571428577,0.1071428571428572,0.0,0.05128205128205132
111,-0.01610070257611229,0.02998286876196754,-0.02020202020202022,-0.11797040169133188,0.0535714285714286,-0.14754098360655732,-0.05128205128205132
112,-0.00936768149882905,0.011571660550077412,0.05474155474155473,-0.09835164835164834,0.14285714285714285,-0.14754098360655732,-0.008547008547008517
113,0.007025761124121677,0.030032128320982565,0.09953703703703709,0.005769230769230749,0.1607142857142857,-0.049180327868852514,0.05128205128205121
114,0.002634660421545698,0.03763855083646794,0.09041394335511976,0.044314381270902925,0.125,0.016393442622950727,0.06837606837606836
115,-0.014929742388758771,0.004080224768491014,-0.004150943396226459,-0.06090909090909091,0.0357142857142857,-0.06557377049180324,-0.017094017094017144
116,-0.008782201405152179,0.00729739653672945,0.1167464114832536,-0.002849002849002913,0.1964285714285714,-0.06557377049180335,0.05982905982905984
117,0.0011709601873536313,0.02889906563606759,0.03933021806853576,-0.06568627450980391,0.1071428571428572,-0.08196721311475408,0.008547008547008628
118,-0.002049180327868716,-0.006131298407881514,0.01889267908685388,-0.04487427466150862,0.0714285714285714,-0.06557377049180324,0.0
119,-0.030737704918032627,-0.024410089081532194,0.004235656526761611,-0.06952380952380954,0.0535714285714286,-0.08196721311475408,-0.017094017094017144
120,0.016686182669789273,0.01633100630537032,0.04834905660377353,-0.04499999999999993,0.1071428571428571,-0.06557377049180324,0.017094017094017033
121,0.0014637002341921779,0.015821680283362394,0.008417508417508435,-0.08005366726296959,0.07142857142857151,-0.08196721311475419,-0.008547008547008517
122,-0.026346604215456648,0.00010250137382628033,0.06879156156844757,-0.025974025974025983,0.1071428571428571,-0.0491803278688524,0.02564102564102566
123,-0.0014637002341920669,0.029396329509882246,0.022050539192016716,-0.01008458035133375,0.05357142857142849,-0.032786885245901565,0.008547008547008517
124,0.02810304449648704,0.04159279193705723,0.060472787245739346,0.021312872975277064,0.08928571428571419,0.0,0.042735042735042694
125,0.012587822014051397,0.03913058537919578,0.08594276905289522,-0.0009564801530368428,0.1428571428571428,-0.032786885245901565,0.05128205128205121
126,0.0043911007025762006,0.026429138442306543,0.0075864502470007755,-0.027122641509433998,0.0357142857142857,-0.0491803278688524,-0.008547008547008628
127,0.011709601873536313,0.013280938140575738,0.09233527566113842,0.051490514905149,0.1071428571428571,0.016393442622950838,0.05982905982905984
128,0.0008782201405151957,0.02548295429420888,0.0011443829868396094,-0.07563025210084029,0.0535714285714286,-0.09836065573770492,-0.02564102564102566
129,0.01258782201405162,0.0317470667031462,0.03852756055693307,-0.036414565826330514,0.0892857142857143,-0.06557377049180335,0.008547008547008517
130,0.02254098360655743,0.05681639602618471,0.06357477853048454,-0.03141762452107277,0.1428571428571429,-0.08196721311475408,0.02564102564102566
131,0.028981264637002235,0.02961327072456066,0.04914529914529908,0.02083333333333337,0.0714285714285714,0.0,0.03418803418803418
132,0.030444964871194524,0.051804670364904215,0.0034632034632035014,-0.034769463340891926,0.0357142857142857,-0.049180327868852514,-0.008547008547008517
133,0.012295081967213073,0.025365601594550924,0.06464646464646462,-0.03283173734610123,0.1071428571428571,-0.049180327868852514,0.02564102564102566
134,-0.0005854800936768711,0.04675599042417511,0.015715593530668315,-0.0026315789473684292,0.03571428571428581,-0.016393442622950838,0.008547008547008517
135,-0.013173302107728269,0.014034663144219195,0.01583401583401589,-0.08160676532769551,0.0892857142857143,-0.11475409836065564,-0.017094017094017144
136,0.021370023419203688,0.024921381676095034,0.06060606060606066,-0.04514363885088912,0.1071428571428572,-0.049180327868852514,0.02564102564102566
137,0.006733021077283574,0.02885543148194336,-0.015844922039612297,-0.07375581811672038,0.0357142857142857,-0.09836065573770492,-0.03418803418803418
138,-0.0038056206088993294,0.02789606717303028,0.030687397708674347,-0.07127192982456132,0.0892857142857143,-0.08196721311475408,0.0
139,0.008782201405152179,0.005580661927175767,0.07955650651624191,0.008292682926829276,0.125,-0.032786885245901676,0.042735042735042694
140,-0.012587822014051508,0.01476084771687669,0.046616541353383445,-0.020056298381421533,0.1071428571428572,-0.049180327868852514,0.02564102564102555
141,-0.011709601873536202,0.02253689684985627,0.030714916151809324,-0.01970055161544526,0.07142857142857151,-0.0491803278688524,0.008547008547008628
142,-0.020784543325526927,-0.020500204594649296,0.09514251304696919,-0.015789473684210464,0.1607142857142857,-0.0491803278688524,0.05128205128205132
143,-0.007903981264637094,0.034750284769281437,0.08504429390307455,0.04102564102564099,0.10714285714285715,0.0,0.05128205128205121
144,-0.025468384074941564,-0.013293139118503827,0.04889455782312924,0.036904761904761885,0.05357142857142849,0.016393442622950838,0.03418803418803418
145,0.006733021077283352,0.037925042035773404,0.04518518518518522,-0.01573426573426573,0.0892857142857143,-0.049180327868852514,0.017094017094017144
146,0.014051522248243575,0.05454033459570118,0.04292929292929293,-0.0014534883720930258,0.0714285714285714,-0.016393442622950838,0.02564102564102566
147,-0.01932084309133497,0.00857422280352027,0.025602560256025586,0.008268733850129162,0.0357142857142857,0.0,0.017094017094017144
148,0.006147540983606481,0.017207239531081275,0.06362302896956362,0.004700854700854684,0.1071428571428572,-0.016393442622950838,0.042735042735042694
149,0.006147540983606481,0.017220232349988707,0.03860092709650231,-0.018259935553168627,0.0892857142857143,-0.049180327868852514,0.017094017094017033
150,-0.007318501170960334,0.0024489231952516954,0.06538170823885114,-0.0210622710622711,0.125,-0.0491803278688524,0.03418803418803418
151,0.0187353629976581,0.030472409906737052,0.028413028413028396,-0.022727272727272707,0.0714285714285714,-0.049180327868852514,0.008547008547008628
152,0.011124121779859553,0.02100110226206464,-0.007949125596184325,-0.08418972332015806,0.0535714285714286,-0.09836065573770492,-0.02564102564102555
153,0.0043911007025762006,0.008676060411882291,0.04826732673267331,0.005555555555555536,0.0714285714285714,-0.016393442622950838,0.02564102564102566
154,0.03864168618266983,0.0644478002422143,0.08278783211397767,0.018095238095238164,0.125,-0.016393442622950838,0.05128205128205121
155,-0.0005854800936767601,0.03798071668188063,0.03968659512859818,-0.03778429933969185,0.1071428571428571,-0.08196721311475408,0.008547008547008517
156,-0.006733021077283463,-0.004573519161545581,0.028461538461538427,-0.009469696969697017,0.05357142857142849,-0.016393442622950838,0.017094017094017144
157,-0.029859484777517542,-0.021590824903699457,-0.016116352201257844,-0.125,0.0535714285714286,-0.11475409836065564,-0.03418803418803418
158,-0.004976580796252961,0.018057684563357657,0.05681818181818177,-0.03125,0.08928571428571425,-0.0491803278688524,0.017094017094017033
159,-0.015515222482435531,-0.01869753106859351,0.030037546933667114,-0.04576659038901609,0.0714285714285714,-0.06557377049180324,0.0
160,0.012295081967213295,0.01320280937485363,0.03753501400560222,0.014640638864241273,0.0535714285714286,0.0,0.02564102564102566
161,0.03629976580796257,0.07999681460160402,0.016783216783216814,-0.02777777777777779,0.05357142857142849,-0.049180327868852514,0.0
162,0.013466042154566815,0.041290441496036334,0.0503300330033003,0.011111111111111183,0.0714285714285714,-0.016393442622950838,0.02564102564102566
163,0.030152224824355867,0.056023642865599466,0.08360323886639687,0.011217948717948678,0.125,-0.032786885245901676,0.042735042735042805
164,0.0032201405152224583,0.020616146091161358,0.03899082568807344,-0.001179245283018826,0.07142857142857151,-0.016393442622950727,0.02564102564102566
165,-0.014344262295082011,0.015438985208956146,0.0,-0.07513416815742402,0.0535714285714286,-0.09836065573770492,-0.02564102564102566
166,0.011416861826697988,0.008311118662725048,0.032362459546925626,-0.03404255319148941,0.07142857142857151,-0.0491803278688524,0.008547008547008628
167,0.017857142857142905,0.050231686342635085,0.09042553191489366,-0.06578947368421051,0.1964285714285714,-0.11475409836065575,0.03418803418803418
168,-0.004098360655737654,-0.0008284025716547294,0.05550257486172039,-0.021008403361344574,0.1071428571428571,-0.0491803278688524,0.02564102564102566
169,0.02985948477751743,0.06722376023927323,0.06376811594202902,0.019556714471968717,0.1071428571428571,-0.016393442622950838,0.042735042735042805
170,-0.02312646370023419,0.01562553576186798,0.03421052631578947,-0.059294871794871806,0.0892857142857143,-0.06557377049180335,0.008547008547008517
171,-0.0008782201405150847,0.0485571021137402,0.11119059785385799,0.05237315875613746,0.14285714285714285,0.0,0.06837606837606836
172,0.003512880562060894,0.023421941110657984,0.015594541910331383,-0.023872679045092826,0.05357142857142849,-0.0491803278688524,0.0
173,-0.005562060889929943,0.014035804439823107,0.015656909462219204,-0.04824561403508776,0.0714285714285714,-0.08196721311475408,-0.008547008547008517
174,-0.0005854800936768711,0.004254325274523629,0.06538170823885114,-0.0210622710622711,0.125,-0.0491803278688524,0.03418803418803418
175,-0.004976580796252739,0.012508625486602587,0.018119397291626926,-0.06022408963585435,0.0714285714285714,-0.08196721311475408,-0.008547008547008517
176,-0.012295081967213073,0.019627411302522768,0.02083333333333326,-0.035869565217391375,0.05357142857142849,-0.0491803278688524,0.0
177,-0.0011709601873536313,0.02016580564346304,0.03428783245297007,-0.0416849495392716,0.0892857142857143,-0.08196721311475408,0.0
178,-0.019613583138173296,0.020707283316029335,0.06859434360489658,-0.03959810874704495,0.125,-0.06557377049180324,0.02564102564102566
179,-0.0038056206088992184,0.0014092376903790393,0.05623805623805622,-0.03509513742071879,0.125,-0.08196721311475408,0.017094017094017144
180,0.009660421545667486,0.006600851319701562,0.032653061224489854,-0.027210884353741416,0.07142857142857151,-0.049180327868852514,0.008547008547008517
181,0.04010538641686179,0.026723917311490264,0.047496238985600736,-0.001835985312117483,0.0714285714285714,-0.016393442622950838,0.02564102564102566
182,-0.008489461358313743,-0.011652371213254797,0.05892857142857144,-0.01989795918367354,0.1071428571428571,-0.0491803278688524,0.02564102564102566
183,0.016393442622950727,0.02967404981367905,0.07640332640332648,0.018560606060606055,0.125,0.0,0.05982905982905984
184,0.003512880562060894,0.039700329273664625,0.08316865710112553,0.013437849944008873,0.1428571428571429,-0.032786885245901676,0.05128205128205132
185,-0.009074941451990504,0.044146178469293806,0.03988095238095235,-0.040306122448979576,0.0892857142857143,-0.06557377049180324,0.008547008547008517
186,1.1102230246251565e-16,0.001540875501884753,0.1085470085470085,-0.031862745098039214,0.1785714285714286,-0.06557377049180324,0.05128205128205121
187,0.0029274004683840227,0.03365582640259368,0.10015360983102917,-0.008273579702151146,0.1607142857142857,-0.0491803278688524,0.05128205128205132
188,0.008782201405152179,0.009171593186012239,0.023411686963088818,-0.04559963520291832,0.07142857142857151,-0.06557377049180324,0.0
189,-0.010245901639344246,0.012390009363049681,0.017566974088713216,-0.05684754521963831,0.0535714285714286,-0.06557377049180324,-0.008547008547008517
190,-0.01053864168618246,0.0021128597617070533,0.04442361761949398,-0.07000903342366749,0.125,-0.09836065573770492,0.008547008547008517
191,0.032201405152224805,0.04073432123321097,0.04518518518518522,-0.01573426573426573,0.0892857142857143,-0.049180327868852514,0.017094017094017144
192,-0.0014637002341920669,0.02428079558191021,0.11132602621964327,0.07711138310893517,0.125,0.032786885245901565,0.07692307692307687
193,-0.00995316159250581,0.011298825867924411,0.0407140620106482,-0.0488786658999425,0.08928571428571425,-0.08196721311475419,0.0
194,0.009660421545667486,0.015796445459289155,0.008148148148148127,-0.054195804195804165,0.0535714285714286,-0.08196721311475408,-0.017094017094017033
195,-0.022248243559718994,-0.024918790344573782,0.05076923076923068,0.018939393939393923,0.07142857142857151,0.0,0.03418803418803418
196,0.018442622950819665,0.0388302791274544,0.034446210916799114,-0.03359683794466406,0.0892857142857143,-0.06557377049180335,0.008547008547008628
197,-0.007318501170960223,-0.0013886795831307142,0.0945960406634564,-0.07297464440321588,0.1785714285714286,-0.09836065573770492,0.03418803418803418
198,-0.01873536299765799,0.010883672546776468,0.02366458029666474,0.009618941916389234,0.0357142857142857,0.0,0.017094017094017033
199,-0.0014637002341920669,0.005199726360874957,0.0584772370486657,0.008928571428571508,0.0892857142857143,-0.016393442622950838,0.03418803418803418
200,0.012295081967213184,0.01856238147791278,0.006802721088435382,-0.06462585034013602,0.0535714285714286,-0.06557377049180335,-0.008547008547008517
201,-0.009367681498829161,0.03283315076418891,0.07619047619047625,0.02847650688182246,0.1071428571428571,0.0,0.05128205128205132
202,0.02078454332552704,0.051511472483089626,0.12008400152730059,0.032363977485928674,0.1785714285714285,-0.016393442622950838,0.07692307692307698
203,0.06001170960187363,0.0396348575926615,0.0489548954895489,-0.005555555555555536,0.0892857142857143,-0.032786885245901676,0.02564102564102566
204,-0.014637002341920335,0.009441540359729106,0.025987525987526072,-0.02803030303030296,0.0714285714285714,-0.049180327868852514,0.008547008547008628
205,-0.02107728337236514,0.0010032409357338956,0.05386783589101163,-0.04485336400230022,0.1071428571428572,-0.06557377049180324,0.017094017094017144
206,0.010831381733021006,0.025817838658245162,0.10041573393028469,0.021935483870967776,0.1785714285714285,-0.032786885245901565,0.06837606837606836
207,-0.02868852459016391,-0.0006231358999707615,0.00802005012531326,-0.09628466771323918,0.07142857142857151,-0.09836065573770492,-0.017094017094017144
208,0.03366510538641687,0.06369982314095568,0.05087440381558028,-0.018972332015810278,0.1071428571428571,-0.049180327868852514,0.02564102564102566
209,0.004976580796252739,0.019826488621611515,0.05031446540880502,-0.040000000000000036,0.1071428571428572,-0.06557377049180324,0.017094017094017144
210,-0.006147540983606592,0.03170956143498638,0.03338171262699574,-0.0422950819672131,0.1071428571428572,-0.08196721311475408,0.008547008547008628
