Mean_Predicted_Probability,Observed_At_Risk_Fraction
0.01956352131927143,0.17391304347826086
0.08251397522247356,0.2608695652173913
0.16469458118081093,0.3181818181818182
0.4133244364157967,0.34782608695652173
0.7567626704340396,0.2608695652173913
