GPA_S1,Age_group,LAB_AVG,CLIN_AVG,Study_hrs_day,Sleep_hrs,Adequate supervision,Self-motivates,Programme prepares for career,Financial_diff,CA_AVG,Takes rest breaks,Concentration in self-study,Manages time effectively,Persists when difficult,Physical health affected,Lecturers approachable,Self_risk_percep,ATT_RATE,Sleep affects concentration,Peer study groups effective,Seeks help when stuck,EXAM_AVG,Hopeless/unmotivated,Sense of belonging,Gender,Completes readings,Burnt out,Clinical takes study time,Can improve performance,Health interferes studies,Employment_hrs,Takes organised notes,Early intervention provided,Participates in clubs,Confident in clinical skills,Anxious about assessments,Regular exercise,Confident to complete prog,Understands content pre-exam,Uses library regularly,Prepared for clinical assess,Considered break,Sleep difficulty,Reviews notes within 24h,Rotations affect performance,ASSIGN_LATE
2.33,1,0.59,0.89,1,5,2,3,1,4,0.89,5,5,4,2,1,2,1,0.7,3,5,2,0.69,1,5,1,5,2,1,2,2,1,4,4,2,1,4,5,2,1,5,3,3,4,2,5,1
2.33,4,0.87,0.69,3,5,4,3,3,0,0.89,4,4,2,2,3,3,3,0.75,1,4,1,0.6,2,4,1,5,3,3,2,2,0,5,5,1,2,3,3,5,2,5,3,4,5,4,2,1
3.48,2,0.85,1.0,3,5,4,2,1,1,0.99,5,2,2,3,4,4,2,0.89,3,2,5,0.77,2,5,0,2,3,1,1,1,2,1,1,5,2,3,3,1,1,1,1,2,2,2,2,1
2.43,1,0.95,0.8,4,2,3,3,2,2,0.89,1,4,2,1,3,3,1,0.66,4,4,3,0.88,4,4,0,3,2,2,1,4,1,2,2,3,1,3,4,4,3,3,1,4,1,3,2,0
2.89,3,1.0,0.9,1,3,3,4,3,1,0.6,3,3,5,2,3,2,1,0.69,1,3,2,1.0,5,2,1,3,2,3,2,4,0,4,4,2,3,1,3,4,1,3,2,3,1,3,1,1
2.78,2,0.72,0.81,2,2,1,3,1,1,0.77,3,3,3,2,4,3,2,0.7,2,3,4,0.81,5,3,0,3,4,5,3,4,0,3,5,4,2,5,4,2,5,1,3,5,3,4,4,1
2.41,0,0.88,0.7,3,3,2,5,2,4,0.9,3,5,5,2,4,3,1,0.69,3,5,3,0.68,4,4,0,3,1,2,2,3,1,3,3,3,5,5,3,4,3,3,2,4,3,3,5,0
3.08,4,0.98,0.9,3,3,3,1,3,1,0.6,2,1,5,2,3,5,1,0.78,4,1,4,0.8,3,1,1,5,4,3,1,3,2,1,1,4,2,4,4,2,2,4,5,2,4,1,1,2
2.64,2,0.9,1.0,3,3,4,5,5,1,0.9,3,3,4,5,4,3,1,0.88,4,3,1,0.9,3,4,1,4,3,5,2,2,2,2,2,1,2,3,1,1,4,2,4,3,1,3,1,1
2.43,3,0.84,0.77,5,1,3,3,3,0,0.93,2,3,4,2,2,2,1,0.66,2,3,2,0.69,3,5,1,3,3,3,4,3,2,3,3,2,4,4,2,3,5,4,2,3,2,4,5,0
1.83,3,0.63,0.55,4,1,4,3,2,1,1.0,2,3,5,2,3,4,2,0.88,5,3,3,0.69,1,4,1,1,4,2,1,3,4,1,1,3,2,2,5,1,1,1,1,3,3,4,4,1
2.55,4,1.0,0.89,4,3,5,3,4,2,0.93,1,5,2,2,2,1,3,0.69,1,1,3,0.67,4,1,1,2,2,1,2,4,1,1,1,1,3,1,1,1,4,2,1,1,1,3,2,1
1.33,4,0.82,0.59,3,2,1,1,3,1,0.8,2,2,1,1,2,3,1,1.0,2,2,3,0.9,1,2,0,2,2,2,2,1,0,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1
2.56,1,0.95,0.96,2,3,1,4,3,1,0.69,2,3,1,5,2,2,2,0.9,2,3,2,0.88,3,3,1,1,1,3,5,2,1,2,2,2,3,1,3,4,3,4,3,4,5,1,4,2
3.25,3,0.73,0.7,2,2,3,3,4,4,1.0,2,1,2,4,5,2,1,0.7,5,1,2,0.65,3,3,0,3,5,4,3,2,1,5,5,2,5,5,4,1,2,3,1,3,3,2,3,1
2.31,1,1.0,0.89,3,2,3,5,5,4,0.78,3,3,4,4,5,2,1,0.79,4,3,4,0.79,5,3,0,4,2,5,2,1,1,4,4,4,5,1,4,3,3,5,4,4,3,5,3,1
2.86,1,0.85,0.88,2,1,2,1,1,1,0.69,2,1,1,1,3,2,1,1.0,2,1,2,0.78,4,2,0,2,2,5,1,4,0,3,3,4,2,4,4,1,2,1,2,5,4,2,4,1
2.7,1,0.77,0.69,3,1,5,3,1,4,0.92,3,3,3,4,2,3,2,0.73,1,3,3,1.0,1,3,0,5,4,1,2,1,1,2,2,3,3,2,3,3,4,3,1,2,1,4,1,1
1.6,1,0.9,1.0,4,1,4,3,2,0,0.7,1,3,2,4,2,3,2,0.77,5,3,5,0.93,1,1,1,4,4,2,2,4,0,3,3,5,2,4,3,3,3,1,3,1,3,5,1,0
2.89,2,0.99,0.87,2,1,3,4,2,2,1.0,3,3,4,2,4,3,2,0.93,2,3,3,0.87,1,1,1,5,2,2,3,2,0,1,1,3,4,1,4,2,4,4,3,5,3,2,3,2
3.5,1,0.87,0.69,1,3,1,1,3,2,0.7,4,2,5,3,3,4,1,0.98,1,2,4,0.89,5,1,0,1,5,3,2,3,1,3,3,4,3,3,1,4,1,5,5,3,3,2,2,1
2.94,2,0.97,0.7,2,3,1,2,3,0,0.72,1,3,4,2,4,3,2,0.6,4,3,1,1.0,3,4,1,2,2,3,5,3,0,4,4,1,3,5,2,3,3,4,4,3,3,3,3,1
2.61,0,0.98,0.79,3,1,2,1,1,0,0.6,3,4,3,3,5,2,3,0.69,4,4,2,0.93,5,4,0,2,1,1,3,5,1,2,2,2,4,3,4,1,3,4,4,4,4,1,3,1
2.59,3,0.85,0.79,4,2,5,1,3,4,1.0,3,2,5,1,5,4,1,0.7,3,2,3,0.7,5,3,0,4,2,3,4,1,0,2,2,3,2,4,2,4,5,2,5,3,2,5,2,1
2.45,1,0.75,0.93,3,3,2,4,2,1,0.96,5,2,4,2,3,1,2,0.9,2,2,2,0.9,3,3,0,2,1,2,1,2,0,3,3,2,4,4,4,5,3,3,4,3,4,3,1,0
3.11,1,0.87,0.6,4,3,2,3,4,2,0.59,2,4,2,2,4,4,2,0.91,2,4,1,0.93,5,3,1,4,1,4,3,2,0,3,3,1,4,5,3,3,4,4,3,4,4,3,3,1
0.93,3,0.91,0.7,4,0,2,4,1,1,0.9,3,2,3,2,3,3,2,0.87,1,1,4,0.96,4,1,1,2,3,2,3,2,2,1,3,2,2,3,2,2,3,4,3,2,2,4,1,1
2.48,0,0.88,0.59,4,1,4,1,1,3,0.55,4,1,4,1,3,2,2,0.89,5,1,4,0.7,3,3,1,3,1,1,3,3,0,3,3,4,3,3,3,3,2,4,3,5,3,3,3,1
2.91,1,0.94,0.72,2,1,1,4,5,1,0.78,3,2,5,5,2,2,0,0.9,2,2,3,0.79,3,3,1,5,3,5,3,4,1,2,2,3,2,2,4,3,2,2,4,4,1,4,3,1
3.35,1,0.55,0.69,3,2,3,2,2,1,0.92,5,4,3,2,3,1,2,0.87,4,4,2,0.69,1,1,0,3,5,2,1,1,0,4,4,2,1,2,4,2,2,2,3,1,3,3,3,0
2.17,1,0.95,0.9,3,1,1,4,4,1,0.9,2,3,2,2,3,1,2,0.84,3,3,5,0.8,2,1,1,4,2,4,2,3,2,5,5,5,2,2,3,3,2,4,4,1,4,2,3,2
2.55,1,0.83,0.72,2,3,2,2,2,3,0.68,4,3,2,2,5,4,2,0.96,4,2,3,0.72,4,5,0,3,4,5,2,4,0,3,4,4,2,4,4,1,5,1,3,4,3,3,4,2
2.74,3,0.86,0.6,4,1,5,2,2,4,0.66,5,2,1,4,2,2,2,0.69,1,2,2,0.89,3,1,0,2,1,2,2,1,0,3,3,2,3,3,1,3,1,1,2,5,2,1,1,2
3.24,0,0.92,0.92,4,1,4,5,3,4,0.85,2,3,2,2,1,3,1,0.69,3,3,2,1.0,5,3,1,4,1,3,4,3,0,1,1,2,2,2,2,4,2,3,3,3,2,1,4,1
3.2,2,0.99,1.0,3,1,3,5,2,0,0.91,3,2,3,2,3,3,2,0.6,4,2,2,0.79,4,3,0,2,4,2,3,4,0,3,3,2,5,5,1,3,3,3,3,4,2,4,1,1
2.54,3,1.0,0.99,4,5,5,4,3,4,0.93,2,3,1,4,4,2,1,0.77,2,3,2,0.69,2,2,0,4,2,3,3,1,2,2,2,2,1,1,2,4,1,3,3,1,2,3,5,1
2.52,1,0.94,1.0,5,2,4,4,5,1,0.89,3,3,3,2,5,5,0,1.0,2,3,1,0.78,1,3,1,5,5,5,3,2,1,4,4,1,2,4,5,2,5,3,3,2,5,4,4,0
2.86,3,0.99,0.78,3,0,2,4,3,1,0.66,5,3,2,4,3,3,2,0.85,3,3,4,0.8,4,3,0,1,4,3,4,4,1,2,2,4,4,1,2,4,3,2,2,3,2,3,1,2
2.69,3,0.93,0.9,1,3,4,1,1,3,0.8,3,2,4,2,2,3,3,0.7,5,1,2,0.5,4,4,1,3,3,3,1,2,1,1,2,3,3,3,2,1,4,2,2,3,5,5,2,0
2.87,3,0.64,0.85,2,3,2,5,3,2,0.67,2,1,2,4,4,3,1,0.96,4,1,4,0.7,3,3,1,2,4,3,4,2,1,4,4,4,3,2,1,5,2,2,2,4,3,2,3,1
3.04,3,0.64,0.89,1,0,5,3,3,3,1.0,2,2,4,2,4,1,2,0.92,1,2,1,0.6,3,5,0,2,5,3,3,2,0,4,4,1,3,2,2,2,2,4,3,3,3,4,4,1
3.26,0,0.92,0.69,5,2,3,4,1,4,0.69,2,3,4,4,2,2,0,0.89,2,3,5,0.89,3,4,0,4,2,1,4,3,0,4,4,5,3,5,3,1,1,1,5,2,3,5,4,2
2.83,4,0.55,0.89,2,1,2,1,2,2,0.8,2,1,1,2,4,2,2,0.93,2,1,3,0.8,4,1,1,3,4,2,1,4,0,1,1,2,2,4,1,1,2,3,3,4,4,2,1,1
1.74,3,0.74,0.91,2,1,1,4,4,4,0.79,4,2,2,3,4,2,2,0.79,2,2,2,0.9,5,4,0,3,2,4,3,2,0,3,3,2,4,2,3,2,5,3,3,2,1,4,1,2
2.91,0,1.0,0.89,2,3,4,2,2,0,0.89,4,1,4,2,5,1,2,0.72,5,1,2,0.9,3,2,0,3,1,2,1,3,0,2,2,2,3,2,3,2,1,2,3,3,3,4,3,1
2.36,1,0.96,0.79,1,1,3,3,3,4,0.64,3,3,3,4,3,3,1,0.59,2,3,3,0.85,2,3,0,3,3,3,4,4,2,2,3,3,3,3,4,3,2,4,3,2,2,3,3,1
3.19,0,1.0,0.69,3,3,1,5,3,1,0.69,4,2,4,3,2,4,2,0.69,2,2,2,0.95,3,1,1,5,3,3,4,1,1,1,1,2,3,2,3,4,2,1,2,1,5,1,4,2
2.39,1,0.96,0.69,2,1,4,1,4,1,0.99,5,3,2,1,3,3,1,0.92,1,3,1,0.7,2,3,0,5,5,4,2,2,0,5,5,1,2,3,2,2,1,3,2,3,1,3,2,2
3.31,3,0.85,0.92,2,1,3,3,4,2,0.6,5,3,4,3,3,5,2,0.79,1,3,3,0.6,2,2,0,2,4,4,4,2,0,1,1,3,2,3,3,4,1,4,3,3,2,1,4,2
2.34,1,0.66,0.7,3,3,4,3,3,0,1.0,1,5,3,1,1,5,2,1.0,2,5,3,0.99,1,4,1,4,5,3,5,5,1,5,5,3,2,3,5,4,5,4,4,2,2,4,3,1
3.09,1,0.82,0.57,4,1,2,2,3,2,0.78,3,2,3,3,2,4,3,0.9,2,2,4,1.0,3,1,0,2,2,3,1,4,1,4,4,4,2,2,3,4,2,3,5,4,1,3,2,0
1.95,0,0.96,0.89,4,0,4,3,2,0,0.79,3,3,3,3,3,4,0,0.6,3,3,1,0.9,3,3,1,1,2,2,2,4,0,2,2,1,2,4,2,3,2,3,1,5,3,2,3,0
2.52,1,1.0,0.69,2,5,1,3,2,0,0.88,2,1,4,3,1,1,1,0.96,2,1,2,0.72,3,1,1,2,2,2,3,2,0,1,1,2,4,3,1,3,3,3,2,3,2,3,2,1
3.11,1,0.82,0.9,2,5,4,5,3,2,0.9,1,3,3,4,3,1,1,0.88,4,3,2,0.89,4,4,0,4,5,3,4,4,2,1,1,2,2,1,3,3,2,2,1,2,3,4,3,1
2.76,1,0.8,0.8,5,1,4,5,3,0,0.79,1,4,3,1,3,3,1,0.91,2,4,3,1.0,1,4,1,2,5,3,4,5,0,4,4,3,1,3,2,2,3,4,2,2,1,4,1,1
3.25,2,0.9,0.6,1,1,3,1,2,2,0.69,3,3,4,4,2,4,0,0.69,4,3,2,0.7,1,4,1,4,4,2,3,4,4,2,2,2,2,2,3,4,4,4,3,5,1,2,3,1
3.0,4,0.91,0.69,1,1,2,2,5,4,0.93,2,2,2,3,5,2,1,0.9,4,2,1,0.92,2,3,1,5,1,5,5,3,1,3,3,1,2,3,3,3,4,4,5,4,2,2,3,1
2.5,3,0.89,1.0,4,1,3,4,4,4,0.7,3,4,1,3,3,1,3,0.92,4,4,5,0.93,3,3,1,2,1,4,4,4,0,3,3,5,5,3,5,2,2,4,5,4,2,3,5,1
2.28,4,0.97,0.66,2,1,2,2,3,4,0.96,2,3,2,4,5,4,2,0.7,2,3,4,0.87,4,5,1,1,2,3,1,3,0,2,2,4,5,3,1,4,4,2,4,4,5,3,3,1
3.07,0,1.0,0.66,3,3,2,1,1,0,0.89,5,3,5,1,5,1,3,0.7,4,3,1,0.9,4,1,0,3,3,1,2,1,0,5,5,1,3,3,4,3,4,3,1,1,4,4,1,1
2.43,3,0.78,0.95,4,3,2,4,3,2,0.9,3,4,3,3,3,4,1,1.0,5,4,4,0.55,3,5,0,2,2,3,3,2,0,3,3,4,2,1,2,3,3,4,4,3,1,2,4,0
3.36,0,0.99,0.9,2,2,3,3,2,2,0.63,3,3,2,3,4,3,2,1.0,3,3,3,0.89,4,2,0,3,4,4,2,3,0,2,2,3,2,3,4,2,4,3,3,5,3,3,3,2
3.28,1,0.98,0.98,4,1,2,1,4,0,0.99,2,1,3,4,3,3,1,0.84,5,1,3,0.72,2,5,0,3,4,4,1,4,1,3,3,3,1,2,4,2,4,3,3,4,1,5,5,1
3.11,3,0.89,0.79,5,2,3,2,5,1,0.78,1,4,1,2,3,3,0,0.96,2,4,3,0.79,1,5,0,2,4,5,1,5,1,1,1,3,3,2,3,4,5,3,3,5,1,3,1,0
3.45,4,0.72,0.63,2,1,3,2,3,0,0.79,2,3,4,3,3,5,1,0.69,4,3,2,0.69,2,3,1,4,3,3,1,5,0,2,2,2,4,2,4,3,4,3,1,4,3,4,2,2
3.48,2,0.93,0.79,1,5,4,3,2,2,0.79,4,4,2,4,4,3,0,0.99,2,4,2,0.7,5,3,0,2,1,2,2,2,0,3,3,2,2,4,3,3,3,3,4,5,3,3,4,1
2.11,3,0.95,0.93,3,2,2,2,1,2,0.8,4,2,1,1,4,3,1,0.69,4,1,1,0.7,5,2,0,2,4,2,1,2,2,2,2,2,2,4,3,1,2,1,2,4,4,2,3,2
3.02,3,0.77,0.7,1,1,2,4,4,1,0.79,3,2,3,2,1,2,1,0.78,2,2,4,1.0,4,1,1,1,4,4,1,1,1,3,3,4,1,4,4,3,3,2,5,2,3,2,2,0
3.09,1,0.84,0.69,3,2,4,1,1,4,0.7,4,3,3,4,2,5,2,0.77,1,3,4,0.78,2,3,0,2,3,1,3,1,1,3,3,4,1,5,2,2,3,3,2,4,2,2,4,1
3.09,3,1.0,0.93,2,1,3,5,4,4,0.92,3,3,1,3,3,5,1,1.0,4,3,5,0.7,5,3,1,2,3,4,2,4,0,5,5,5,4,5,2,4,3,2,3,4,3,2,3,2
3.53,2,0.91,0.82,3,1,1,2,1,3,0.82,2,2,1,2,4,3,1,1.0,5,2,3,0.82,4,3,1,3,4,5,2,4,0,2,4,2,1,4,2,1,3,1,2,5,4,2,5,1
3.16,4,0.98,0.69,2,2,2,5,1,2,0.6,3,2,2,3,3,4,2,0.7,2,2,5,0.88,4,3,1,2,2,1,5,2,2,1,1,5,2,3,4,4,3,2,3,2,2,2,1,1
3.13,1,0.63,0.8,2,3,2,1,1,1,0.86,2,2,2,2,5,3,0,1.0,4,3,4,0.8,5,4,0,3,4,5,2,4,0,3,3,5,2,5,3,1,5,1,3,5,3,3,4,0
2.27,1,0.88,0.66,4,1,1,4,3,1,0.78,1,1,2,1,1,3,1,0.89,2,1,2,0.79,3,2,1,3,1,3,5,2,4,3,3,2,3,2,2,4,4,3,4,4,2,2,2,2
2.63,4,0.82,0.9,5,2,2,2,4,4,1.0,4,2,2,3,2,2,3,0.79,2,2,2,1.0,5,5,1,2,1,4,4,4,1,3,3,2,5,3,3,1,1,1,2,3,2,3,1,0
3.58,1,0.76,0.76,2,3,2,3,1,1,0.89,3,2,2,1,5,3,1,0.89,2,2,3,0.76,5,4,0,2,4,5,2,4,0,2,5,3,2,4,3,1,4,1,5,5,3,3,4,1
3.17,2,0.69,0.79,2,5,1,4,4,0,0.89,4,3,3,5,3,2,1,0.92,5,3,3,0.79,4,4,0,2,2,4,3,2,0,5,5,3,3,4,5,3,4,3,1,5,2,3,3,2
2.64,3,0.91,0.79,5,1,2,1,4,2,0.88,4,1,3,4,2,4,2,0.66,4,1,3,0.78,2,1,1,5,2,4,2,3,0,4,4,3,3,3,1,4,1,1,3,4,3,1,3,1
2.96,2,0.65,0.79,3,5,2,5,3,1,1.0,3,5,3,4,4,3,1,0.92,2,5,2,0.96,2,2,0,5,1,3,5,4,1,4,4,2,5,4,2,4,3,3,3,4,4,3,3,0
3.38,3,0.66,0.77,4,1,4,1,2,2,0.69,4,3,2,2,2,2,2,0.69,4,3,2,0.53,1,2,1,1,5,2,1,3,1,5,5,2,5,5,4,2,3,3,2,5,5,2,3,1
3.44,1,0.8,0.8,3,1,2,1,1,1,0.8,4,1,1,2,4,2,0,0.79,2,4,2,0.9,2,2,1,3,2,5,2,2,0,3,4,3,1,4,5,1,2,3,3,4,3,2,5,1
3.19,3,0.77,1.0,2,3,4,1,2,1,0.8,2,2,1,2,4,3,0,0.69,2,2,3,0.8,4,2,0,2,3,2,1,4,0,1,3,3,2,2,3,1,3,3,4,4,2,2,2,2
3.14,3,0.74,0.89,1,5,3,3,4,4,0.78,1,2,4,3,2,3,1,0.59,3,2,2,0.79,2,2,0,3,4,4,3,3,0,5,5,2,2,5,2,1,5,2,2,2,5,4,4,1
2.23,3,0.93,0.6,2,3,4,5,3,4,0.9,3,3,5,2,3,3,3,1.0,3,3,2,0.78,2,2,1,2,5,3,5,4,0,3,3,2,1,1,4,3,5,2,2,2,1,5,3,1
2.69,1,0.77,1.0,2,1,3,3,1,0,0.79,4,2,5,4,5,4,0,0.79,3,2,1,0.64,2,3,0,4,1,1,2,5,0,1,1,1,1,5,2,3,2,2,2,4,3,3,3,2
2.94,2,0.95,0.7,2,0,1,4,2,1,0.78,4,4,2,3,5,5,1,0.7,1,4,3,0.89,1,1,1,5,5,2,3,3,0,4,4,3,4,3,1,4,2,2,2,3,3,5,2,1
2.21,1,0.94,0.7,2,3,5,5,5,0,0.89,4,2,2,4,3,1,1,0.69,5,2,2,0.89,2,2,0,5,1,5,1,4,2,1,1,2,1,2,2,5,1,3,4,1,2,5,3,2
2.0,4,0.93,1.0,2,5,3,4,3,1,0.78,5,2,1,5,2,4,3,1.0,3,2,3,0.73,3,3,1,5,2,3,5,5,0,4,4,3,4,2,3,2,4,3,4,4,4,3,1,1
1.93,2,0.84,0.96,4,1,5,3,2,0,1.0,3,4,4,4,2,2,2,0.69,1,4,3,0.6,3,4,0,1,2,2,5,1,1,3,3,3,3,1,4,2,5,1,3,1,1,3,4,2
3.02,2,0.82,0.69,0,3,4,2,3,2,1.0,1,3,4,3,2,2,2,0.6,1,3,2,0.77,4,1,0,4,4,3,3,1,4,2,2,2,2,4,3,3,4,5,2,4,5,3,4,1
2.7,1,1.0,0.79,3,3,2,1,4,1,0.7,3,4,3,2,3,3,1,0.68,2,4,2,0.69,4,2,0,5,4,4,1,5,1,3,3,2,2,3,4,1,2,5,3,4,5,2,2,1
1.63,3,0.66,0.78,2,4,4,3,4,0,0.89,4,4,3,3,4,4,1,0.84,5,4,4,0.6,4,5,0,4,4,4,3,5,0,4,5,5,4,4,5,3,4,4,4,4,4,4,4,1
3.74,2,0.77,0.78,3,5,4,1,3,4,0.79,5,2,2,3,2,3,3,0.89,2,2,2,0.91,3,2,1,2,4,3,3,4,0,2,2,2,2,4,4,2,4,3,2,2,3,5,4,1
2.407977776559978,0,0.8681348148960014,0.9626962979200292,2,2,3,1,2,0,0.6698429616639767,3,2,1,2,2,2,1,0.6130562957279898,2,2,2,0.6515511084319519,3,2,0,1,1,2,2,4,0,3,2,3,2,1,2,2,2,2,2,2,2,2,4,1
2.312038757077738,3,0.7106015368042385,0.7708155028310953,1,1,3,3,3,2,0.879806214611309,2,3,4,2,3,1,3,0.6955147344289759,3,3,2,0.9075534915067142,3,3,1,3,3,3,3,1,0,2,3,2,2,4,4,3,3,3,1,2,2,3,3,1
1.8736144027360089,1,0.9140875180695308,0.7636428227247033,3,2,5,3,2,2,0.7590892943188242,3,1,1,2,4,1,2,0.7818214113623516,4,1,1,0.8977232357970605,2,4,0,1,4,2,2,2,0,4,4,1,3,2,2,3,3,4,2,3,1,3,2,1
2.715986925394563,1,0.871025744736913,0.8577114840131207,2,2,3,2,2,2,0.8419615851316109,3,3,4,2,3,2,2,0.7867756436184229,2,3,5,0.8322885159868794,3,2,0,1,3,2,1,2,0,2,2,5,2,2,4,3,3,2,1,1,1,1,2,2
2.7407108158004005,3,0.9991706085536072,0.887345947371543,3,3,2,3,5,1,0.995853042768036,3,2,3,1,2,1,3,0.9988388519750501,2,2,1,0.701492904603507,3,3,0,3,4,5,1,1,0,2,2,1,2,1,1,1,2,3,2,3,2,2,1,1
2.1941116398217555,1,0.96,0.8436697635870791,1,1,3,3,3,0,0.8156464990122588,3,2,2,3,2,2,1,0.6827023189231366,2,2,3,0.7768139587448921,2,3,1,2,3,3,4,4,1,1,2,3,3,3,2,3,2,3,3,2,1,3,3,2
3.1144017469024123,1,0.9205555492242681,0.7203846197678144,2,0,1,3,2,2,0.8139743662796908,3,3,2,2,4,4,2,0.7452991550395875,1,3,3,0.9149145352717731,1,1,0,5,4,2,3,2,0,4,4,3,4,2,1,3,2,2,2,3,3,4,2,1
3.3067830486152765,1,0.6854862859859845,0.7351620953286615,2,3,1,3,1,1,0.8083897417941734,2,2,2,1,5,3,1,0.89,3,2,3,0.7351620953286615,4,4,0,2,3,4,2,4,0,2,5,3,2,3,3,1,3,1,3,4,3,3,4,1
2.4567660998179033,1,0.6610282501517469,0.93,2,1,2,2,1,2,0.8,2,2,1,1,4,3,1,0.8633830499089518,2,1,2,0.8651267141990018,4,2,0,2,4,2,1,3,0,2,2,2,2,4,2,1,2,2,2,4,4,2,2,1
2.911828208335863,1,0.8330906226189753,0.7858093011882356,1,3,4,2,2,1,0.8009062261897534,3,1,1,2,3,1,3,0.8350969250015179,3,1,3,0.9350969250015179,3,1,1,4,1,2,2,3,0,3,3,3,3,5,2,3,2,3,2,3,4,3,3,1
2.246847388947371,1,0.790938827704043,0.9202755950190699,2,1,5,3,2,4,0.8945305861479785,2,1,1,2,3,2,3,0.8126529307398925,2,1,2,0.9187855772768871,3,1,0,2,1,2,4,3,0,3,3,2,3,4,3,3,2,5,2,4,2,3,3,1
1.5008791037168776,3,0.9911421984231428,0.7845521025905511,3,1,1,2,1,2,0.9531635005631632,3,1,1,2,3,1,2,0.8925308004505307,4,2,1,0.8767132976347143,4,1,0,1,2,3,1,3,0,1,2,3,1,2,2,1,1,1,2,4,2,1,4,1
2.5086080352417457,1,0.9289983244683205,1.0,3,2,1,2,4,2,0.9051273038560592,4,2,1,1,2,4,1,0.7316298171535784,4,2,2,0.5161289793877387,4,1,0,2,2,4,2,4,0,3,2,1,1,1,2,1,2,2,2,3,1,1,4,2
2.6041066351050257,4,0.8993040284054767,0.8550345972310569,3,1,5,1,3,0,0.7448026066995491,3,2,1,1,2,3,3,0.8217867297899483,1,2,1,0.9283760662794457,4,2,1,4,2,3,3,1,1,3,3,1,3,4,3,3,3,5,2,4,2,3,3,0
2.307376946406023,1,0.8552484422387234,0.6085809972218003,1,1,1,4,4,1,0.9141137070263176,4,2,4,1,2,1,3,0.9761705605394763,3,2,2,0.7226947042481178,3,3,0,2,3,4,2,2,0,3,3,2,3,4,1,3,4,1,3,3,1,4,1,2
1.409071700807509,3,0.82,0.6020490210754299,3,2,1,1,2,2,0.8112959572582157,2,1,1,1,2,3,1,0.9917162980106419,2,2,2,0.8917162980106419,1,1,0,1,2,2,1,1,0,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1
2.341600903007147,3,0.9048027090214414,0.79,1,1,3,3,3,2,0.646133032330951,2,3,3,3,3,3,2,0.6280248004518958,1,3,2,0.830374296540957,2,2,0,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,1
2.782299846576847,1,0.8303176651086062,0.718373579048667,3,1,4,3,2,2,0.8,4,2,1,2,3,2,3,0.7293646697827876,2,2,4,0.7493265743744858,1,2,0,2,3,2,2,2,0,4,3,4,3,1,2,3,2,3,2,3,2,1,4,1
2.4265998404603417,1,0.9149960115085447,0.7020047861897463,4,2,5,3,2,1,0.7965998404603418,2,1,2,2,3,2,1,0.781603828951797,4,1,1,0.9319968092068358,3,3,1,1,2,2,1,3,0,4,4,1,3,3,3,4,3,4,2,3,1,3,3,1
2.75560553815896,1,0.85,0.8634444400402432,3,3,3,1,4,2,0.6182777799798784,5,3,2,2,3,2,2,0.7229000039637811,2,3,1,1.0,2,2,1,1,4,4,3,4,0,2,2,1,4,5,1,2,1,1,2,4,2,1,3,1
2.5012636510122315,1,0.8334397565201612,0.82782389449207,2,2,2,2,4,1,0.8054881542038979,2,2,4,2,2,1,3,0.6955520081159946,3,2,1,0.8566240973919355,4,4,0,3,3,4,2,1,0,2,2,1,2,3,4,4,4,2,1,2,2,2,3,1
2.4217384363808394,1,0.8400405983205211,0.6947034942164398,2,2,1,3,2,0,0.6429650578356007,3,4,1,1,1,3,2,0.6529650578356007,3,4,3,0.6830462544766429,4,2,0,2,1,2,2,3,0,2,2,3,3,2,2,4,3,2,2,1,2,3,1,2
2.886277843635068,1,0.829674091636018,0.6758147709099548,1,4,3,2,2,1,0.6469296603630316,3,2,3,4,3,3,2,0.8416295418199097,3,2,3,0.9443739730928962,2,2,0,3,2,2,4,2,0,2,2,3,3,2,4,3,3,1,2,3,3,1,1,1
2.7134486160970503,3,0.8483792491025309,0.9264830035898762,4,1,2,4,1,2,0.693034387492826,3,2,2,2,2,2,2,0.7076895258831208,2,2,2,0.831620750897469,3,2,0,3,2,1,3,2,1,2,3,2,3,4,3,2,3,2,1,3,3,4,1,1
2.3214129820333964,3,0.8689721575795333,1.0,2,2,2,1,2,2,0.6770023271368024,2,2,2,2,2,2,2,0.6339187998754021,3,2,2,0.5992505817842005,3,2,0,1,1,2,2,4,0,2,2,2,2,2,2,2,2,2,2,3,2,2,4,1
1.8508285965630344,3,0.8590041805716333,1.0,2,1,1,2,2,2,0.9790877920042994,2,2,2,2,4,2,1,0.936970735998567,4,2,2,0.6909540137120337,4,2,0,2,3,3,2,3,0,2,2,2,2,2,2,2,2,2,2,3,3,2,4,0
2.2479165246183763,1,0.9030208688454059,0.9633101457273268,2,2,3,2,2,4,0.7720834753816236,3,1,1,2,1,2,1,0.6660417376908118,2,1,3,0.6303588396999404,2,2,1,1,1,2,2,4,0,2,2,3,2,2,1,3,2,2,2,3,1,3,4,2
2.712420088959188,1,0.8115104668644157,0.7950992352250972,2,1,2,2,2,2,0.700170893731461,4,3,1,2,1,3,1,0.727122383283896,2,3,3,0.8221940417902599,5,3,0,2,1,2,1,2,0,3,3,3,4,2,4,4,2,3,2,1,1,2,2,2
