GPA_S1,Age_group,LAB_AVG,CLIN_AVG,Study_hrs_day,Sleep_hrs,Adequate supervision,Self-motivates,Programme prepares for career,Financial_diff,CA_AVG,Takes rest breaks,Concentration in self-study,Manages time effectively,Persists when difficult,Physical health affected,Lecturers approachable,Self_risk_percep,ATT_RATE,Sleep affects concentration,Peer study groups effective,Seeks help when stuck,EXAM_AVG,Hopeless/unmotivated,Sense of belonging,Gender,Completes readings,Burnt out,Clinical takes study time,Can improve performance,Health interferes studies,Employment_hrs,Takes organised notes,Early intervention provided,Participates in clubs,Confident in clinical skills,Anxious about assessments,Regular exercise,Confident to complete prog,Understands content pre-exam,Uses library regularly,Prepared for clinical assess,Considered break,Sleep difficulty,Reviews notes within 24h,Rotations affect performance,ASSIGN_LATE
2.0,2,1.0,0.6,2,1,5,5,1,2,0.7,2,5,1,1,3,2,0,0.9,1,5,2,0.79,3,3,0,3,2,1,3,3,1,2,2,2,3,5,1,2,4,1,2,2,3,2,1,1
2.46,2,0.8,0.89,5,3,2,2,5,2,0.7,1,3,1,5,3,4,2,0.9,2,3,1,0.79,2,5,0,1,5,5,5,2,0,1,1,1,3,1,2,3,4,3,2,5,4,2,4,2
3.31,4,0.89,0.88,3,5,1,4,3,0,0.78,2,2,5,4,2,1,1,0.7,1,2,3,0.7,2,5,0,3,4,3,1,2,0,4,4,3,1,1,2,3,4,3,4,3,3,2,1,0
2.45,3,1.0,1.0,4,5,1,2,1,4,0.7,1,1,1,4,4,2,2,0.7,4,1,4,0.69,2,4,1,2,5,1,5,5,0,2,2,4,2,1,2,5,2,1,2,3,3,2,4,1
2.61,3,1.0,0.89,4,3,2,2,3,2,1.0,3,1,1,4,1,3,0,1.0,2,1,4,0.7,2,1,1,4,3,3,3,4,0,3,3,4,1,3,3,2,5,4,4,2,4,4,1,1
3.0,1,0.85,0.89,5,3,5,5,2,2,0.99,4,2,1,4,4,4,0,0.9,4,2,5,0.91,1,4,0,1,3,2,5,2,0,4,4,5,4,1,1,4,5,3,1,1,2,4,3,1
2.75,2,0.74,0.66,2,0,4,4,2,0,0.9,4,4,3,2,4,2,3,0.9,3,4,3,0.69,3,1,0,3,5,2,2,4,1,5,5,3,3,1,4,3,5,2,2,4,1,3,5,1
2.89,4,0.81,0.9,3,1,5,1,1,2,0.7,4,3,1,4,1,4,2,0.66,2,3,4,0.88,3,1,1,5,1,1,3,4,1,1,1,4,3,2,1,5,5,4,3,1,2,4,3,0
2.48,0,0.95,0.7,5,5,3,1,4,1,0.69,2,2,3,2,2,3,1,0.78,1,2,3,0.7,3,3,1,5,3,4,1,2,1,5,5,3,1,1,2,2,3,1,2,2,5,3,2,1
3.26,0,0.4,0.83,3,2,3,3,1,1,0.78,1,2,1,1,5,3,0,0.92,4,1,5,0.83,5,3,0,3,3,4,1,5,0,1,5,2,2,3,3,1,3,5,3,5,4,5,3,2
2.92,4,0.89,0.7,0,3,3,4,5,0,0.7,3,1,5,5,2,5,2,0.85,3,1,4,0.5,5,3,1,2,3,5,1,1,2,3,3,4,3,1,1,3,4,3,2,1,4,4,4,1
2.67,3,0.91,0.79,5,3,4,4,3,2,0.79,4,3,3,2,3,2,2,0.69,4,3,3,0.98,1,4,0,2,2,3,2,5,2,4,4,3,4,5,4,2,1,3,3,3,2,2,2,2
2.81,3,0.55,0.69,3,3,1,3,1,3,0.66,2,3,3,2,5,4,2,0.89,5,3,4,0.69,4,5,0,3,3,4,2,4,2,3,5,3,2,3,3,1,3,2,2,4,3,5,5,2
2.41,2,0.66,0.79,1,3,2,5,3,2,0.7,2,4,4,1,4,1,1,0.88,4,4,3,0.7,2,2,0,4,3,3,1,3,1,3,3,3,2,1,4,3,2,4,3,3,2,3,2,1
3.41,3,1.0,0.7,2,0,3,5,3,1,0.89,3,3,2,5,5,3,2,0.89,1,3,1,0.7,5,3,0,3,3,3,1,1,1,4,4,1,3,2,3,2,2,3,2,2,4,4,2,1
3.24,3,1.0,0.73,4,3,4,3,2,2,0.85,3,2,3,2,4,4,3,0.57,2,2,4,0.79,2,2,1,2,4,2,5,1,0,1,1,4,3,3,5,2,2,1,3,3,4,2,1,0
2.89,1,0.86,0.79,3,1,4,3,4,1,0.6,5,4,4,4,3,4,2,0.69,1,4,5,0.88,2,3,0,2,2,4,3,3,0,2,2,5,1,4,1,3,2,2,3,3,4,1,1,1
3.06,1,0.94,0.73,5,1,4,2,4,4,0.89,3,5,2,2,1,1,3,0.96,3,5,1,0.79,4,4,0,1,1,4,3,5,0,5,5,1,1,5,1,5,3,2,5,1,2,3,3,0
3.24,3,0.91,0.91,2,0,2,5,4,2,0.79,1,3,3,3,4,1,2,1.0,3,3,4,0.7,2,2,1,3,2,4,4,4,0,3,3,4,1,2,2,4,3,3,3,1,2,2,5,2
2.38,1,0.82,0.75,5,2,1,1,1,2,0.95,2,1,1,1,3,3,0,0.89,2,2,2,0.79,3,1,1,1,3,2,1,1,0,1,2,1,1,2,1,1,1,1,1,3,3,2,4,1
2.94,3,0.96,1.0,3,1,4,3,2,2,0.7,3,5,2,5,2,4,3,0.67,1,5,4,0.89,3,4,1,3,3,2,5,5,1,2,2,4,2,4,5,4,1,3,4,3,1,2,2,1
2.88,2,1.0,0.99,4,3,2,2,4,4,0.79,2,3,3,2,1,4,3,1.0,3,3,2,0.64,3,1,0,5,1,4,2,4,0,3,3,2,3,4,3,1,5,5,2,5,1,3,1,1
2.96,1,0.65,0.7,3,2,4,2,5,2,0.78,3,3,3,4,3,5,1,0.69,2,3,4,0.89,2,2,1,2,1,5,2,2,0,3,3,4,5,3,1,3,2,1,3,2,4,2,5,1
3.04,3,0.94,0.7,5,2,3,3,3,0,0.89,3,3,2,2,4,3,0,0.9,3,3,1,0.89,3,4,0,1,3,3,3,3,1,3,3,1,1,2,4,2,4,1,2,3,4,2,3,1
2.86,1,0.6,0.99,4,3,2,1,1,1,0.84,1,1,1,1,5,4,0,1.0,5,1,1,0.89,5,3,0,5,5,1,1,5,1,1,5,1,2,4,3,1,1,3,1,5,5,5,2,1
2.9,1,0.6,0.93,4,1,2,2,1,0,1.0,5,2,3,4,1,3,2,0.91,1,2,3,0.99,1,2,0,4,2,1,3,4,0,2,2,3,2,1,3,2,2,3,4,1,4,1,1,1
2.9,3,0.84,0.79,5,1,2,2,2,4,0.79,2,2,2,2,4,1,2,0.79,2,2,2,0.67,4,2,1,2,4,2,2,4,2,2,4,2,2,4,3,2,2,2,2,4,2,2,2,1
3.5,2,0.77,0.89,5,0,4,1,1,4,0.69,1,1,5,3,4,3,3,0.7,2,1,3,0.9,3,4,0,5,4,1,1,3,0,4,4,3,4,1,3,3,1,5,3,2,4,2,3,1
2.85,1,0.74,0.79,3,0,3,3,1,4,1.0,1,3,2,2,4,3,2,0.69,3,3,4,0.84,3,3,0,2,4,1,2,5,0,2,2,4,2,4,5,1,5,2,3,2,3,2,3,1
1.91,3,0.94,1.0,3,1,2,4,3,1,0.99,3,2,1,4,4,4,3,0.79,2,2,5,0.69,3,4,1,2,2,3,4,3,4,5,5,5,3,2,3,4,4,5,3,3,4,3,1,0
3.06,3,0.88,0.8,2,3,3,3,1,4,1.0,2,5,1,4,1,4,2,0.89,2,5,5,0.66,3,3,0,5,3,1,4,3,2,3,3,5,4,3,1,5,3,4,5,1,2,2,3,1
2.61,1,0.87,1.0,4,5,5,2,4,2,0.9,2,1,4,2,2,4,2,0.69,1,1,4,0.7,3,2,1,3,3,4,2,3,4,3,3,4,5,4,2,3,3,4,5,5,5,1,3,1
2.34,1,0.81,0.93,5,1,2,3,3,2,0.89,1,5,2,3,1,3,2,0.79,5,5,1,0.88,4,2,1,4,3,3,3,4,1,2,2,1,5,1,5,2,1,1,1,4,5,5,1,1
2.76,3,0.93,0.7,2,5,2,3,4,2,0.7,2,3,2,2,3,1,2,0.76,5,3,1,0.69,2,5,1,5,2,4,4,4,1,4,4,1,2,2,4,2,1,3,1,3,2,4,4,2
2.83,1,0.92,0.69,1,5,1,3,2,2,1.0,1,4,5,1,3,3,0,0.9,3,4,2,0.95,3,2,0,2,3,2,4,5,0,2,2,2,2,5,4,3,4,3,2,2,5,1,3,0
1.95,1,0.73,0.78,2,5,3,4,3,2,0.79,3,3,5,5,4,5,0,0.93,3,3,3,1.0,2,4,0,2,5,3,3,2,1,1,1,3,4,1,2,3,3,3,2,1,1,4,4,1
3.17,1,0.81,0.7,4,3,5,3,1,0,0.92,2,2,2,3,2,3,1,0.69,4,2,2,0.69,3,5,0,1,4,1,2,4,0,1,1,2,4,3,3,3,2,4,4,1,5,1,4,1
3.08,4,0.9,0.89,4,1,2,3,1,4,0.9,2,2,2,3,2,3,2,0.7,2,2,3,0.63,4,2,0,3,1,1,2,4,0,4,4,3,1,5,2,2,1,2,2,2,3,4,2,0
2.79,2,0.95,0.78,2,3,4,3,2,2,0.68,4,3,3,5,3,2,1,0.8,3,3,5,0.96,3,1,1,3,1,2,1,1,0,1,1,5,1,5,3,3,1,1,4,1,2,1,5,1
2.57,2,1.0,0.93,4,1,1,2,3,3,0.89,1,5,1,2,4,4,2,0.69,2,5,3,0.89,3,3,0,2,4,3,2,3,2,4,4,3,5,2,3,1,3,4,2,3,4,3,1,0
2.89,1,0.96,0.66,4,0,1,3,3,1,0.79,3,3,3,2,2,2,2,1.0,3,3,2,0.78,2,3,0,2,3,3,2,4,0,4,4,2,2,1,2,4,1,2,3,2,5,4,3,1
3.44,2,0.95,0.84,3,2,5,5,5,0,0.79,2,2,2,2,3,1,2,0.95,3,2,1,0.89,1,5,0,2,3,5,3,5,0,4,4,1,4,3,4,4,1,4,4,3,3,3,2,0
2.76,3,0.84,0.96,5,1,2,4,1,0,0.68,3,2,2,2,2,2,2,0.69,2,2,2,0.84,3,2,1,3,3,1,4,2,1,3,3,2,4,5,3,2,4,2,1,4,3,4,1,1
3.07,1,0.73,0.77,2,5,3,2,3,0,0.89,3,3,4,1,2,3,1,0.99,4,3,3,0.69,2,3,0,4,1,3,4,2,1,3,3,3,3,3,2,5,2,5,2,3,2,1,4,1
3.37,3,0.9,0.7,2,3,1,2,3,4,0.92,1,3,1,4,2,2,2,0.89,5,3,3,0.78,3,4,1,2,1,3,4,2,1,2,2,3,3,1,3,3,3,4,2,3,4,4,3,0
2.28,0,0.94,1.0,2,3,4,4,3,1,0.89,4,4,3,4,3,4,3,0.79,4,4,2,0.96,3,1,1,2,3,3,3,2,0,4,4,2,4,3,3,4,1,3,1,1,5,4,2,1
3.0,2,0.86,0.6,1,3,5,1,3,1,0.7,3,2,4,5,1,3,0,0.69,3,2,4,0.77,2,2,0,3,2,3,4,3,0,2,2,4,3,3,4,3,3,2,2,3,3,3,4,1
2.57,4,0.63,0.7,3,1,4,4,2,2,0.78,3,4,3,3,1,4,1,0.78,1,4,1,0.6,1,1,0,4,4,2,5,3,0,3,3,1,1,4,1,1,2,5,1,2,3,1,1,2
1.8,0,0.92,0.69,3,2,4,1,2,0,1.0,2,2,3,2,5,5,2,0.7,4,2,4,0.84,2,3,1,1,4,2,4,1,0,2,2,4,5,4,3,2,3,3,3,3,2,2,2,2
2.91,4,0.8,0.69,4,2,2,1,4,2,0.69,2,2,3,1,4,3,1,0.92,5,2,3,0.89,2,4,1,1,3,4,2,1,0,1,1,3,2,2,3,1,2,2,3,4,3,3,4,1
2.52,3,0.91,0.89,2,5,3,3,5,4,0.89,1,4,3,4,5,3,0,0.87,3,4,4,0.89,1,2,1,2,5,5,2,5,0,2,2,4,1,3,5,4,2,2,4,1,4,5,5,2
2.48,1,0.87,0.59,5,5,4,3,1,2,0.85,1,2,2,1,3,1,1,0.87,2,2,1,0.99,2,3,1,2,4,1,2,2,0,3,3,1,3,2,2,4,1,2,2,3,1,4,1,2
2.96,0,0.86,1.0,2,1,2,3,4,1,0.78,2,3,5,2,4,5,1,0.89,2,3,3,0.66,3,4,0,3,3,4,2,1,0,3,3,3,1,3,1,1,1,1,4,2,3,2,4,1
2.89,0,0.85,0.79,1,1,1,1,3,0,0.89,4,2,4,3,4,5,3,0.7,5,2,5,0.9,5,2,1,5,4,3,1,1,0,1,1,5,3,2,4,1,2,4,3,5,4,3,4,1
2.96,2,0.88,0.88,2,1,4,4,2,0,0.7,4,3,4,2,3,4,2,0.7,2,3,3,0.88,3,1,1,1,3,2,3,1,0,2,2,3,2,2,1,2,4,3,3,2,1,2,4,1
3.23,3,0.89,0.69,3,3,1,4,3,4,0.9,1,1,2,3,3,4,1,0.78,3,1,3,0.5,2,4,1,2,1,3,2,3,0,4,4,3,3,3,5,3,4,2,2,3,4,4,2,2
3.3,4,1.0,0.78,2,5,1,3,1,0,0.69,5,4,2,5,3,2,2,0.67,3,4,2,0.85,5,4,1,2,1,1,4,2,4,3,3,2,4,4,4,4,5,2,4,1,4,3,2,2
3.04,4,0.76,0.69,2,1,1,1,3,4,0.89,5,1,1,1,4,1,1,0.7,3,1,5,0.76,4,2,1,2,3,3,4,2,0,2,2,5,4,4,2,1,4,3,4,5,4,4,2,2
1.52,2,0.96,0.92,4,3,5,2,5,4,0.79,5,2,3,1,3,3,3,0.6,1,2,5,0.79,3,4,1,3,4,5,1,3,0,4,4,5,3,3,2,1,2,3,1,3,3,2,2,1
2.82,1,1.0,0.99,3,3,2,4,2,1,0.87,1,3,4,1,2,1,1,0.9,2,3,1,1.0,1,2,1,4,4,2,3,4,0,2,2,1,2,2,3,3,2,4,5,4,4,1,2,1
2.5,0,0.79,0.75,3,0,4,5,4,2,0.34,4,5,3,5,4,5,0,0.69,5,4,4,0.75,4,5,0,5,5,5,4,4,4,5,5,5,5,5,3,5,5,4,5,5,5,5,4,1
2.58,1,0.86,1.0,2,5,3,1,4,3,0.69,2,2,2,3,2,3,0,0.89,3,2,3,0.75,3,2,0,2,3,4,4,2,4,1,1,3,1,2,5,3,3,2,1,2,3,2,4,1
2.21,2,0.72,0.89,2,0,3,3,5,0,0.53,1,4,3,4,3,3,2,0.6,1,3,3,0.8,1,5,0,3,2,3,5,1,0,3,5,4,3,2,5,5,3,5,3,1,3,5,2,1
2.45,1,0.69,0.9,5,5,1,3,1,1,0.91,3,4,4,3,1,4,1,0.69,1,4,5,0.79,1,1,0,3,4,1,3,2,0,3,3,5,4,5,1,5,1,3,3,1,5,3,4,1
3.15,1,0.86,1.0,3,3,3,2,4,2,0.99,4,2,4,2,4,4,1,0.77,2,2,2,0.69,4,3,0,4,1,4,2,4,1,4,4,2,3,3,1,3,5,3,2,2,5,1,1,2
3.0,2,0.76,0.79,2,2,5,2,4,2,1.0,1,3,2,1,1,2,1,0.7,3,3,4,0.68,1,4,0,1,5,4,2,5,1,3,3,4,4,2,2,4,3,4,2,4,3,2,2,1
2.48,0,0.75,0.7,2,3,1,3,2,1,0.59,2,4,2,1,2,3,3,0.6,2,4,5,0.45,3,2,1,1,3,2,3,4,0,2,2,5,3,1,1,4,5,2,2,1,2,4,1,1
2.57,3,0.88,1.0,3,3,4,5,3,1,0.7,3,1,2,3,4,4,1,0.69,1,1,5,1.0,2,1,1,2,2,3,4,2,4,1,1,5,2,4,3,4,3,1,1,3,2,4,4,1
2.56,1,0.88,0.7,3,1,1,2,3,1,0.91,2,2,3,5,5,2,0,0.9,1,2,2,0.92,1,3,0,2,2,3,4,4,2,4,4,2,1,2,4,2,3,3,3,2,2,3,3,1
3.02,1,0.83,0.69,1,3,4,2,2,0,0.77,3,2,1,3,3,1,0,0.9,4,2,4,1.0,3,1,0,5,1,2,2,4,0,3,3,4,4,5,2,3,3,3,2,3,5,3,3,1
3.91,4,1.0,0.75,5,3,4,2,4,0,0.84,2,3,5,3,3,1,2,0.89,2,3,2,1.0,2,3,0,2,2,4,3,1,1,3,3,2,5,3,2,4,1,5,3,4,2,4,5,1
2.26,1,0.99,0.69,2,1,3,5,3,4,0.57,2,1,3,5,3,2,1,0.79,1,1,4,0.72,5,2,1,2,3,3,5,2,0,2,2,4,2,3,4,5,1,3,2,1,4,3,4,2
2.9,1,0.92,0.85,2,5,4,5,1,4,0.7,2,3,2,4,3,2,1,0.93,2,3,5,0.69,2,2,1,4,3,1,5,4,2,3,3,5,3,3,1,2,2,5,1,1,5,2,4,1
2.67,4,0.84,1.0,2,3,5,3,3,2,0.87,3,1,1,2,3,2,3,0.69,3,1,1,0.79,4,2,0,4,1,3,5,3,0,3,3,1,3,5,3,3,2,5,3,4,2,3,4,2
2.97,1,0.52,0.66,3,3,1,2,2,1,0.93,3,2,2,2,4,3,1,0.92,4,2,3,0.66,4,4,0,2,4,5,2,4,0,2,4,4,2,4,4,1,5,1,2,4,4,4,4,1
1.31,0,0.94,0.9,3,3,3,2,1,4,0.9,5,1,3,4,3,2,1,0.84,3,1,2,0.45,5,3,1,2,4,1,5,1,0,3,3,2,3,3,4,3,2,2,1,2,2,2,4,0
2.59,4,0.74,0.89,3,3,3,5,2,2,0.96,2,4,2,1,5,5,0,0.66,1,4,1,0.79,3,2,1,3,4,2,3,3,0,5,5,1,3,1,4,1,5,5,5,2,3,3,2,0
2.52,0,0.77,0.95,1,2,4,4,5,3,0.81,5,5,4,3,4,3,0,0.78,4,4,4,0.95,4,5,1,5,4,5,5,5,1,5,4,5,4,5,5,5,4,4,5,4,5,5,4,2
2.54,3,0.49,0.69,2,2,3,3,3,1,0.77,4,4,3,4,1,1,2,1.0,3,4,2,0.69,2,3,1,1,3,3,4,4,0,1,1,2,5,3,3,2,5,3,1,4,3,5,2,1
3.26,2,0.98,0.79,4,1,3,3,3,1,0.89,1,5,3,1,1,1,1,0.79,3,5,3,0.79,3,2,0,1,3,3,3,4,4,1,1,3,3,5,2,1,3,1,3,1,4,2,3,1
2.83,0,0.89,1.0,2,2,4,5,2,2,0.66,2,4,3,3,1,2,1,0.79,2,4,3,0.66,2,1,0,1,3,2,4,1,0,2,2,3,4,4,2,4,2,3,1,3,2,2,5,2
1.6,3,0.92,0.73,2,5,1,3,3,0,0.85,3,3,4,5,1,2,3,1.0,4,3,2,0.69,2,2,1,2,2,3,2,3,1,3,3,2,5,3,1,3,4,3,1,1,2,2,3,2
2.19,1,0.95,0.73,3,3,2,3,5,1,0.75,4,2,4,1,3,4,3,0.93,3,2,1,0.79,4,2,1,3,4,5,4,3,1,2,2,1,3,4,2,2,3,3,2,4,4,3,3,1
3.18,3,0.92,0.72,4,1,5,4,2,4,0.7,1,3,1,5,1,1,1,1.0,5,3,3,0.69,2,3,0,1,2,2,4,3,2,3,3,3,3,3,5,3,1,1,5,3,3,3,3,1
2.17,1,1.0,0.69,4,2,3,2,1,2,0.66,2,1,2,2,5,3,2,0.66,1,1,2,0.9,5,1,1,2,5,2,2,2,0,3,3,3,3,3,5,2,2,4,4,5,5,2,1,2
2.9,1,0.85,0.9,3,3,3,1,4,2,0.6,5,4,2,3,4,2,1,0.69,3,4,2,1.0,2,2,0,1,4,4,4,4,0,3,3,2,4,5,1,2,1,1,2,4,3,2,4,2
3.28,1,1.0,0.72,3,1,3,2,2,0,0.9,2,2,2,2,2,2,1,0.96,4,2,2,0.73,4,2,1,2,3,3,2,4,0,2,2,2,3,3,2,2,2,2,3,3,3,2,3,1
2.56,2,0.9,0.7,2,2,4,4,1,1,0.7,4,3,4,5,4,5,1,0.96,3,3,1,0.64,3,1,1,3,3,1,4,1,1,1,1,1,3,2,3,4,4,1,1,2,3,3,1,2
3.05,2,0.67,0.8,1,1,5,5,5,2,0.79,5,5,5,5,5,5,0,0.85,5,5,4,0.79,5,5,0,5,5,5,5,4,1,5,4,5,4,5,5,5,5,4,5,5,5,5,5,1
2.76,3,1.0,0.6,2,1,2,2,2,1,0.79,2,3,1,4,3,2,2,0.89,3,3,3,0.79,4,3,0,3,3,2,1,4,4,3,3,3,1,4,3,3,2,2,1,2,1,3,3,1
1.88,2,0.98,0.7,1,1,2,2,3,4,0.87,2,2,4,1,3,4,3,0.9,1,2,4,0.79,5,3,1,3,3,3,2,4,2,3,3,4,1,3,3,3,2,2,2,3,3,3,1,1
2.37,0,0.92,0.69,2,2,2,3,2,1,0.69,4,4,1,2,1,4,2,0.7,4,4,3,0.89,5,3,0,3,1,2,2,3,1,3,3,3,4,3,4,5,3,3,2,1,2,3,2,2
2.75,2,0.62,0.69,2,3,2,3,2,1,0.89,4,5,3,3,5,3,2,1.0,4,5,5,0.47,2,5,1,2,5,2,5,3,0,4,4,5,3,5,4,4,5,2,1,2,4,5,3,2
2.36,2,0.94,0.7,2,5,2,4,4,4,0.93,5,4,3,3,3,3,1,0.69,1,2,3,0.35,1,3,0,3,5,4,1,2,4,5,2,3,2,4,1,1,1,4,4,1,3,1,3,1
3.38,1,0.81,0.6,1,1,3,2,1,2,0.79,4,1,3,2,2,5,3,0.68,3,1,4,1.0,4,2,0,2,3,1,1,5,0,2,2,4,5,5,1,3,2,2,3,3,5,2,4,2
2.5,4,0.94,1.0,3,3,3,3,4,0,0.89,4,3,5,4,4,4,2,0.6,2,3,2,0.7,2,2,1,4,1,4,3,3,1,3,3,2,3,1,1,1,2,3,2,5,3,4,3,1
3.88,2,0.82,0.96,3,3,1,2,2,1,1.0,4,2,2,4,2,1,2,0.67,2,2,2,0.89,4,4,0,1,1,2,2,2,1,3,3,2,5,2,3,2,2,4,1,4,5,1,4,1
2.69,1,0.71,0.75,3,1,2,2,5,4,0.59,4,4,5,4,4,5,3,1.0,1,4,4,1.0,3,2,1,1,3,5,2,1,2,2,2,4,3,4,2,3,1,3,3,1,4,2,5,2
2.59,3,0.9,0.78,2,3,3,4,2,1,0.85,2,3,3,5,3,3,1,0.96,2,3,1,0.92,1,4,0,2,5,2,4,2,4,1,1,1,3,3,2,4,1,3,4,4,1,2,4,1
1.07,1,0.79,1.0,2,3,5,4,3,0,0.7,5,2,1,3,4,1,2,0.9,4,2,2,0.75,1,4,0,3,5,3,5,1,0,4,4,2,2,1,2,3,3,4,2,4,1,3,2,2
2.34,3,0.89,0.7,2,2,4,3,4,0,0.89,4,5,1,5,5,5,2,0.7,4,5,1,1.0,4,1,0,3,5,4,3,4,0,5,5,1,2,4,3,4,1,1,2,1,3,3,2,1
2.85,1,0.82,0.7,1,5,3,3,2,2,0.63,4,3,3,4,4,3,1,0.89,3,3,3,1.0,2,2,0,4,3,2,5,2,0,3,3,3,3,2,5,4,4,1,3,3,4,1,1,1
2.67,3,0.7,0.69,4,2,4,1,4,1,0.99,4,3,3,2,5,3,3,0.79,3,3,4,0.8,3,1,1,1,1,4,3,5,2,4,4,4,3,1,3,1,4,1,3,3,4,4,2,1
2.65,3,0.76,0.79,2,5,4,3,4,1,0.79,3,2,2,4,1,4,2,0.93,3,2,3,0.99,5,5,0,3,3,4,3,5,2,2,2,3,1,5,5,2,5,5,4,1,4,5,4,2
3.05,1,0.88,0.66,4,4,4,3,3,0,0.64,3,2,2,3,3,3,2,0.9,4,3,2,1.0,2,2,0,2,3,3,2,1,0,2,2,2,2,4,3,3,2,1,3,3,3,3,2,0
3.23,3,1.0,0.69,3,0,3,3,2,0,1.0,2,3,3,2,3,5,1,0.7,3,3,3,1.0,1,4,1,5,4,2,4,3,0,3,3,3,3,3,1,1,3,5,4,1,3,3,3,1
2.81,4,0.84,0.9,1,5,1,2,2,2,0.79,2,3,3,3,2,3,3,1.0,3,3,5,0.9,4,1,0,3,3,2,4,1,4,3,3,5,4,5,2,3,3,4,4,2,3,2,5,1
3.43,1,0.93,0.99,3,5,2,5,4,4,0.87,2,2,2,4,5,5,0,0.89,3,2,3,0.66,2,5,0,3,3,4,3,3,0,4,4,3,1,3,3,4,3,5,3,4,2,3,3,1
2.07,2,1.0,0.68,3,2,1,5,1,0,0.78,3,4,3,2,2,2,0,0.57,2,4,2,0.7,5,4,1,1,1,1,2,5,4,4,4,2,5,2,2,5,3,2,2,1,3,5,4,0
2.67,1,0.59,0.69,2,1,4,4,3,1,0.8,5,5,5,2,4,4,1,0.59,2,5,5,0.69,3,2,1,2,1,3,1,4,1,1,1,5,2,3,4,1,1,1,3,3,1,3,3,1
1.17,2,1.0,0.89,1,3,4,2,2,0,0.5,4,3,1,2,4,2,2,0.69,5,2,4,0.93,4,2,0,4,4,4,1,5,2,4,2,1,4,2,1,2,4,4,4,4,4,4,4,1
2.89,3,1.0,0.93,3,0,4,2,5,4,0.9,3,2,2,3,4,3,1,0.79,3,2,4,0.91,1,2,1,5,3,5,2,5,2,3,3,4,3,2,3,1,2,2,2,3,4,1,1,1
2.65,3,0.86,0.94,4,0,2,4,1,0,0.89,1,2,1,5,3,1,0,0.9,4,2,3,0.59,1,4,1,2,4,1,2,2,1,4,4,3,3,4,3,4,2,1,3,2,4,2,4,1
2.05,3,0.95,0.93,4,5,2,2,3,2,0.8,4,1,2,3,2,2,1,0.7,4,1,1,0.9,4,2,1,1,1,3,4,4,4,4,4,1,4,3,4,2,5,2,3,2,2,2,2,1
3.02,1,0.92,0.84,4,3,1,3,3,0,0.69,3,3,5,1,1,4,1,0.89,3,3,4,0.66,4,5,0,3,3,3,1,2,0,3,3,4,4,1,3,1,3,2,4,5,3,4,2,1
3.27,0,0.97,0.79,3,5,4,4,5,2,0.9,5,2,3,1,3,2,2,0.79,2,2,4,0.89,2,4,0,4,4,5,4,5,0,3,3,4,3,3,4,1,2,2,3,1,2,4,2,2
3.48,2,0.89,0.8,1,3,3,2,2,1,0.45,3,2,3,3,3,3,1,0.78,3,2,3,0.8,3,3,0,4,3,2,2,3,2,2,2,3,3,2,3,3,3,3,2,3,3,3,2,1
2.91,0,0.88,0.91,4,5,2,2,2,3,0.93,2,4,5,2,1,3,1,0.7,2,4,2,0.79,2,5,0,4,3,2,2,5,0,3,3,2,3,1,1,3,1,2,2,2,1,5,4,1
2.21,1,0.51,0.79,2,3,4,5,3,2,0.69,1,3,5,2,3,5,2,0.9,1,3,1,0.69,4,2,1,5,3,3,2,2,4,3,3,1,1,2,2,1,2,3,1,5,2,4,1,0
2.43,0,0.91,0.9,5,3,3,3,1,2,1.0,2,1,5,5,5,3,1,0.79,4,1,5,0.93,5,5,0,3,2,1,3,4,1,2,2,5,3,4,4,3,1,2,4,1,3,3,2,2
3.45,2,0.96,0.67,4,1,5,3,3,0,0.9,3,3,3,1,4,1,0,0.6,4,3,2,0.7,1,3,0,5,1,3,4,5,1,3,3,2,3,4,5,4,4,5,5,5,5,3,2,1
3.32,4,0.84,0.73,3,1,5,1,2,0,0.69,4,1,4,4,4,1,1,0.78,3,1,3,0.92,4,2,0,3,3,2,4,2,0,1,1,3,2,4,2,3,1,5,1,5,3,2,2,1
2.22,0,0.85,1.0,1,1,1,4,2,1,0.79,2,2,2,4,4,4,3,1.0,4,2,3,0.79,5,3,0,2,3,2,4,3,0,2,2,3,4,3,3,4,4,2,4,3,1,2,4,1
2.81,2,0.56,0.71,5,0,4,5,5,2,0.89,5,5,5,5,5,5,0,0.89,5,5,3,0.73,5,5,1,5,4,5,5,5,1,5,5,4,5,5,4,5,5,4,5,5,5,5,5,1
3.41,1,0.71,0.87,4,1,1,1,4,0,0.79,2,3,3,3,1,1,0,0.89,2,3,4,0.77,2,3,0,4,3,4,1,5,1,5,5,4,3,4,2,1,3,4,4,2,3,2,3,1
3.08,1,1.0,0.93,3,3,2,1,3,1,0.6,1,5,5,3,2,1,1,0.77,5,5,2,0.69,3,3,0,2,2,3,4,3,1,1,1,2,2,5,5,1,2,3,2,3,3,2,2,1
3.02,4,0.84,0.7,2,1,2,4,4,1,0.78,1,5,5,4,3,5,1,1.0,3,5,2,0.8,2,4,1,3,1,4,3,5,0,3,3,2,4,3,3,2,2,4,2,3,2,3,5,1
2.35,3,0.47,0.7,4,2,3,4,2,0,0.69,1,2,4,3,5,2,1,0.84,5,2,4,1.0,4,3,1,2,3,2,3,5,0,2,2,4,4,2,2,4,5,3,3,5,1,4,2,1
