Threshold,Accuracy,Precision,Recall,F1
0.5,0.6403508771929824,0.32142857142857145,0.2903225806451613,0.3050847457627119
0.1,0.4649122807017544,0.3026315789473684,0.7419354838709677,0.42990654205607476
