Metric,Mean,SD,Minimum,Maximum,Range,CV_Percent
ROC_AUC,0.767271662763466,0.018760503477766012,0.7564402810304449,0.7889344262295083,0.03249414519906335,2.445092708128527
PR_AUC,0.7060195593902733,0.011342380993826956,0.699471032670236,0.7191166128303479,0.019645580160111864,1.6065250378647256
F1,0.642599719015332,0.026238384965920306,0.6274509803921569,0.6728971962616822,0.04544621586952535,4.083161599592028
Precision,0.6990622335890878,0.005906396615750685,0.6956521739130435,0.7058823529411765,0.010230179028133057,0.8449028329604334
Recall,0.5952380952380952,0.04123930494211617,0.5714285714285714,0.6428571428571429,0.07142857142857151,6.928203230275516
Specificity,0.7650273224043715,0.00946475851130535,0.7540983606557377,0.7704918032786885,0.016393442622950838,1.2371791482634853
Accuracy,0.6837606837606837,0.014803853056144197,0.6752136752136753,0.7008547008547008,0.02564102564102555,2.1650635094610893
