Metric,Mean,SD,Minimum,Maximum,Range,CV_Percent
ROC_AUC,0.8011319281811083,0.006716029198895334,0.7965456674473067,0.8088407494145199,0.012295081967213184,0.8383175058499318
PR_AUC,0.7391348909238689,0.006762472984531911,0.733255882553727,0.7465251238475146,0.013269241293787593,0.9149172996121554
F1,0.6711344603848141,0.0038705416539722127,0.6666666666666666,0.673469387755102,0.006802721088435382,0.5767162740761259
Precision,0.7695705672449858,0.015191635712219142,0.7555555555555555,0.7857142857142857,0.030158730158730163,1.974040634974417
Recall,0.5952380952380952,0.010309826235528995,0.5892857142857143,0.6071428571428571,0.017857142857142794,1.732050807568871
Specificity,0.8360655737704917,0.016393442622950782,0.819672131147541,0.8524590163934426,0.032786885245901565,1.960784313725486
Accuracy,0.7207977207977208,0.0049346176853814,0.717948717948718,0.7264957264957265,0.008547008547008517,0.6846050622801864
